Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
292451.7,7.1,83.1,1.8501590396750085,1.8501590396750085,0.0,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,3685.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,523.9,67.9,181.6,91.6876984126984,38.346273492326944,95.9,0.0995740175247192,5.5,13.513697696298612,54.22982003931666,2151.967174540186,0.9,38.5,Benign
103039.2,6.0,64.0,1.5912408035436545,1.5912408035436545,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1261.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1214.1,66.0,109.0,78.2559097752093,13.987688935102607,80.5,169462414.4997954,13.5,12.508138060035533,19.82877663777496,197.7165798849266,1.0,244.6,Benign
496.19,6.0,64.0,11.894113762028788,11.894113762028788,0.0,0.37,0.06,0.18,0.15,0.78,0.0,0.0,1.46,1.94,0.41,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,687.08,59.61,77.03,66.28726714947419,5.264161498495114,65.7,84667017.4253311,9.5,11.51005623585687,7.454489018145384,36.99363434104538,0.88,141.55,MQTT-DDoS-Connect_Flood
21341.94,6.0,64.0,93.16345456790464,93.16345456790464,0.0,0.0,0.0,0.0,0.63,1.0,0.0,0.0,0.0,0.0,0.0,74.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1348.09,112.87,155.38,127.06471403020784,16.939401813050516,135.76,84666982.87256323,9.5,15.614460887044208,23.96850749187656,787.6182397836035,0.39,141.55,MQTT-DDoS-Publish_Flood
78399.5,7.1,100.9,1.3687961434590092,1.3687961434590092,0.0,0.0,0.0,0.0,0.4,0.9,0.0,0.0,0.0,0.0,0.0,950.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,530.2,58.2,197.4,93.37285714285716,46.42352196652727,93.0,0.0999511003494262,5.5,13.629379934758967,65.65277437818816,2871.970092970522,0.9,38.5,Benign
170969.1,8.2,88.2,1.4647557313337136,1.4647557313337136,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,2009.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1594.9,56.4,329.2,103.17017014719026,68.99094236237124,119.9,169467967.5322481,13.5,14.355566412697735,97.79998157054392,4885.158424014478,1.0,244.6,Benign
101988.9,7.1,83.1,1.5939174755565768,1.5939174755565768,0.0,0.0,0.0,0.0,0.4,0.9,0.0,0.0,0.0,0.0,0.0,1250.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,538.0,66.0,195.6,93.28761904761906,45.15540663923988,94.2,0.0999747037887573,5.5,13.607298404153578,63.85938848368514,2748.4653560090705,0.9,38.5,Benign
52714.6,6.0,64.0,1.904253148898244,1.904253148898244,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,653.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1214.2,42.0,214.0,78.17805780176135,39.42692162849973,80.8,169464533.1148719,13.5,12.500444378687586,55.880926057492175,1569.368392181446,1.0,244.6,Benign
306.63,6.0,64.0,10.326085884313864,10.326085884313864,0.0,0.22,0.32,0.13,0.2,0.76,0.0,0.0,0.65,1.11,0.23,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,753.82,66.33,80.8,71.6760696064771,5.291872007453511,71.65,84667044.498211,9.5,11.970968724619045,7.486059316566358,32.659045583607664,0.89,141.55,MQTT-DDoS-Connect_Flood
356.34,6.0,64.0,13.519853844033616,13.519853844033616,0.0,0.06,0.1,0.65,0.04,0.25,0.0,0.0,1.4,0.41,1.02,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,624.94,54.0,70.6,58.88782472923532,6.340221441656664,59.66,84667045.18166313,9.5,10.84955114145167,8.97179628303024,56.00743404937918,0.78,141.55,MQTT-DDoS-Connect_Flood
