Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,label
66.34,6.0,63.78,5.279059347639094,5.279059347639094,0.0,0.0,0.98,0.0,0.0,0.02,0.0,0.0,0.0,0.98,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,569.76,54.0,55.44,54.19783847009542,0.4916850931744769,54.24,84674655.98247424,9.5,10.411251837640732,0.696517373156921,2.037468978645776,0.12,141.55,TCP_IP-DoS-SYN
54.0,6.0,64.0,30.87357644533046,30.87357644533046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,84696137.30152266,9.5,10.392304845413264,0.0,0.0,0.0,141.55,TCP_IP-DDoS-TCP
263033.6,7.0,51.3,1.7662870202654055,1.7662870202654055,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,3238.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.8,0.8,492.9,60.9,157.2,89.40301587301587,30.724194328888604,113.9,0.0419208049774169,5.5,13.33239430865756,43.4505723129008,1793.9080201562108,0.9,38.5,Benign
23232.5,17.0,64.0,19860.697047925085,19860.697047925085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,50.0,50.0,0.0,50.0,84696615.84424396,9.5,10.0,0.0,0.0,0.0,141.55,TCP_IP-DDoS-UDP
46975.0,17.0,64.0,26278.12460858011,26278.12460858011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,50.0,50.0,0.0,50.0,84675262.89640817,9.5,10.0,0.0,0.0,0.0,141.55,TCP_IP-DoS-UDP
969401.4,17.0,64.0,108.29217292411924,108.29217292411924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1807.4,86.0,446.0,305.92952380952386,160.2614730385548,342.0,0.0142781972885131,5.5,24.431964015582675,226.6439486970144,28623.345886621315,0.9,38.5,ARP_Spoofing
0.0,1.0,64.0,4.397023030700507,4.397023030700507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,84679553.42405403,9.5,9.16515138991168,0.0,0.0,0.0,141.55,TCP_IP-DoS-ICMP
0.0,0.0,0.0,0.2284052411446085,0.2284052411446085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,930.0,60.0,60.0,60.0,0.0,60.0,169410537.8233235,13.5,10.954451150103322,0.0,0.0,0.0,244.6,Recon-Ping_Sweep
121.77,6.0,65.79,0.8343233755680228,0.8343233755680228,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,84695962.79591437,9.5,10.392304845413264,0.0,0.0,0.0,141.55,TCP_IP-DDoS-TCP
18735.0,17.0,64.0,18684.50036448525,18684.50036448525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,50.0,50.0,0.0,50.0,84696599.75951624,9.5,10.0,0.0,0.0,0.0,141.55,TCP_IP-DDoS-UDP
